,KZN WIFI HOTSPOTS,,,,,,,
,Area,Place ,Description/Mall/Centre ,Address,Provider,Time Limit,Data Capacity ,Extra Charges 
62,Berea ,Mimmos ,Musgrave Shopping Centre ,115 Musgrave Road ,Telkom ,,,,-29.849337,30.999853
63,Berea ,NSA Coffee Shop ,Restaurant ,166 Bulwer Road ,-,Unlimited ,Uncapped ,
64,Berea ,Peg,Restaurant ,214 Essenwood Road ,-,Unlimited ,Uncapped ,
65,Berea ,SA Clinics ,Clinic ,Cowey Centre ,Telkom ,,,,-29.841328,31.009007
66,Berea ,Sicas Guest House - Main,Hotel,19 Owen Avenue,iSpot ,,,,-29.853577,30.982419
67,Berea ,Sicas Guest House - The Loft MT,Hotel,35 Tighard Avenue ,iSpot ,,,,-29.85262089999999,30.9854878
68,Berea ,Stamford Car Wash ,Car Wash ,269 Matthew Meyiwa Road,Telkom ,,,,-29.832272,31.022188
69,Berea ,Wimpy  ,Murchies Passage ,Murchies Passage ,AlwaysOn,,,,-29.8589847,31.022535
70,Berea ,Wimpy  ,Murchies Passage ,Murchies Passage ,Vast Networks,,,,-29.8589847,31.022535
71,Berea ,Zig Zag,Berea Shopping Centre ,Berea Road ,Telkom,,,,-29.85613739999999,31.0036455
72,Bergville ,Tyremart,Car Accessories ,41 Broadway Street ,Telkom,,,,-28.7272799,29.3477072
73,Bothas Hill,Total Garage ,Garage ,241 Old Main Road,Telkom ,,,,-29.759019,30.750124
74,Botha's Hill,Gonglok Restaurant,Restaurant ,63 Old Main Road ,Telkom,,,,-29.779501,30.762708
75,Briardene ,Supa Quick ,Car Accessories Shop,1451 North Coast Road,Telkom ,,,,-29.760809,31.022003
76,Broadway,KFC ,Restaurant ,8 Swapo Road ,Wireless G,,,,-29.7849861,31.0387694
77,Cato Manor ,Inkosi Albert Luthuli Central Hospital,Hospital,800 Bellair Road,Vast Networks ,,,,-29.87385,30.95905
78,Cato Manor ,Inkosi Albert Luthuli Central Hospital,Hospital,800 Bellair Road,Public Access ,,,,-29.87385,30.95905
79,Cato Ridge ,Engen 1 Stop ,Garage ,N3 National Road,Telkom,,,,-29.73534240000001,30.605085
80,Chatsworth,Chatsworth Fragrance Market,Market,12 Fragrance Street ,Public Access ,,,,-29.91481,30.8852607
81,Chatsworth,KFC ,Chatsworth Shopping Centre ,17 Joyhurst Street ,-,Unlimited ,30MB ,
82,Chatsworth,KFC ,Restaurant ,17 Joyhurst Street ,Wireless G,,,,-29.912305,30.878904
83,Chatsworth,Ricochets ,Pool Bar ,200 Chatsworth Main Road ,Wireless G,,,,-29.911245,30.922193
84,Chatsworth,Take n Pay Chatsworth,Store ,47 Business Square ,iSpot ,,,,-29.911812,30.897674
85,Chatsworth,TDS Chatsworth,Chatsworth Shopping Centre ,17 Joyhurst Street ,Telkom ,,,,-29.913707,30.881389
86,Chatsworth,Telkom Direct Store ,Chatsworth Shopping Centre ,17 Joyhurst Street ,Wireless G,,,,-29.913707,30.881389
87,Chatsworth,Virgin Store ,Chatsworth Shopping Centre ,17 Joyhurst Street ,-,Unlimited ,30MB ,
88,Chatsworth,Wimpy  ,Chatsworth Shopping Centre ,17 Joyhurst Street ,-,Unlimited ,30MB ,
89,Che Guevara ,KFC ,Restaurant ,171 Berea Road ,Wireless G,,,,-29.857805,31.00579799999999
90,Chesterville ,Chesterville Regional Office ,Office ,Off Wiggins Road ,Public Access ,,,
91,Clairwood,KFC ,Restaurant ,650 South Coast Road ,Wireless G,,,,-29.937289,30.95925
92,Clermont ,Clermont Library ,Library ,59 Zazi Road ,Public Access ,,,,-29.791438,30.891933
93,Crossways ,Panaji,Restaurant,320 Marine Drive ,Telkom ,,,,33.1870352,-97.0016296
94,Davenport,KFC ,Restaurant ,89 Helen Joseph Road ,Wireless G,,,,-29.8609387,31.0003708
95,Davenport,TDS Davenport ,Davenport Square ,89 Helen Joseph Road ,Telkom ,,,,-29.860444,31.00096599999999
96,Davenport,Telkom Direct Store ,Davenport Square ,Brand Road ,Wireless G,,,,-29.925294,31.00244
97,Dolphin Coast,Salt Rock Hotel ,Hotel,59 Basil Hulett Drive ,Vast Networks ,,,,-29.5032732,31.2381773
98,Dundee ,Fish and Chips Co ,Restaurant ,27 Oldacre Street,Telkom,,,,-28.160435,30.241121
99,Dundee ,Nedbank Boxer ,Store ,Victoria Street ,Vast Networks ,,,,-28.161242,30.239325
100,Dundee ,Nedbank Boxer ,Store ,Victoria Street ,AlwaysOn,,,,-28.161242,30.239325
101,Dundee ,The Lapha B&B,Hotel,Tatham Street ,Vast Networks ,,,,-28.169463,30.230358
102,Durabn,Waterfront1,Hotel ,40 Mahatma Gandhi Road,iSpot ,,,,-29.8720192,31.05048940000001
103,Durban,Accept Internet Cafe,Internet Café ,,iSpot ,,,,-29.8399286,31.0004403
104,Durban,McCarthy VW,Car Dealership ,Jaco Place,Vast Networks ,,,,-29.9063667,30.9841571
105,Durban,New Riviera Hotspot,Hotel,127 Margaret Mncadi Ave,iSpot ,,,,-29.86138729999999,31.0213057
106,Durban ,Adams Mission Library ,Library ,D995 Sheleni Road ,Public Access ,,,,-30.027546,30.822756
107,Durban ,Budget Car Rental,Car Rental,108 Bram Fisher Road ,Telkom,,,,-29.852349,31.02659199999999
108,Durban ,Butterworth Hotel,Hotel,15 Field Street ,Telkom,,,,-29.8543033,31.0206571
109,Durban ,Café Gossip ,Restaurant ,3 Aliwal Street ,Telkom,,,,-29.8611479,31.0283478
110,Durban ,Café Valentino ,Marine on Point ,Browns Road ,Telkom,,,,-29.871118,31.04778300000001
111,Durban ,Charlys Pub,Pub,102 Victoria EMR ,Telkom,,,
112,Durban ,Circus Circus ,Restaurant ,Dr Yusuf Dadoo Street ,Vast Networks ,,,,-29.85683899999999,31.017196
113,Durban ,Cominettos Purple ,Restaurant ,Monty Naicker Street ,Telkom,,,,-29.8586654,31.0162003
114,Durban ,Debonairs,Restaurant ,140 Joe Slovo Street ,Telkom,,,,-29.8552032,31.02128179999999
115,Durban ,Debonairs,Restaurant ,192 Grey Street,Telkom,,,,-29.86062,31.01783
116,Durban ,Durban City Hall ,City Hall ,Anton Lembede Street ,Public Access ,,,,-29.8585166,31.0265441
117,Durban ,Durban Labour Court ,Court ,Anton Lembede Street ,Wireless G ,,,,-29.8599393,31.02576039999999
118,Durban ,Famegos ,Restaurant ,18 Boatmans Road,Telkom,,,,-29.8665125,31.0154213
119,Durban ,Full Tank Garage ,Garage ,89 Flanders Drive,Wireless G,,,,-29.709467,31.049935
120,Durban ,Gugu Dlamini Park ,Park,Samora Micheal Street ,Public Access ,,,,-29.85383,31.026511
121,Durban ,Hair Sensation ,Hilton Hotel,14 Walnut Road,Telkom ,,,,-29.8526096,31.028981
122,Durban ,Hungry Lion ,Restaurant ,Cnr Victoria and Field Street ,-,Unlimited ,30MB ,
123,Durban ,Hungry Lion ,Restaurant ,36 Durban Road ,-,Unlimited ,30MB ,
124,Durban ,Hungry Lion ,Restaurant ,Brickhill and Seaview Road ,-,Unlimited ,30MB ,
125,Durban ,Hungry Lion ,Britannia Shopping Centre ,424 West Street,-,Unlimited ,30MB ,
126,Durban ,IJH Dental,Dentist ,36 Bertha Mkhisze Street ,Telkom,,,,-29.855131,31.019739
127,Durban ,KFC ,Restaurant,Ushaka Marine World,Telkom,,,,-29.8690806,31.0457633
128,Durban ,KFC ,Restaurant ,63 Alice Street ,Wireless G,,,,-29.8528237,31.0161373
129,Durban ,KFC ,Restaurant ,26 Beatrice Street ,Wireless G,,,,-29.8514596,31.0177158
130,Durban ,KFC ,Restaurant ,99 Broad Street ,Wireless G,,,,-29.85953,31.017577
131,Durban ,KFC ,Restaurant ,145 Field Street ,Wireless G,,,,-29.854909,31.020857
132,Durban ,KFC ,Restaurant ,209 Grey Street ,Wireless G,,,,-29.8528237,31.0161373
133,Durban ,KFC ,Restaurant ,1-5 RD Naidu Drive ,Wireless G,,,,-29.8262364,30.9822942
134,Durban ,KFC ,Restaurant ,201 Sparks Road ,Wireless G,,,,-29.8371623,30.9989648
135,Durban ,KFC ,Restaurant ,349 West Street ,Wireless G,,,,-29.8587055,31.0229303
136,Durban ,McDonalds ,Restaurant ,Old Fort and Soldiersway ,Telkom ,,,,-29.85263530000001,31.021173
137,Durban ,McDonalds ,Restaurant ,Cnr West and Field Street ,-,Unlimited ,30MB ,
138,Durban ,Medwood Gardens ,Gardens ,Monty Naicker Street ,Public Access ,,,,-29.8586654,31.0162003
139,Durban ,MJs Xclusive Har Salon ,Hair Salon ,1 Bell Street ,Telkom ,,,,-29.868364,31.044695
140,Durban ,Ninos,Mutual Mall ,Dr Pixley KaSeme Street ,Vast Networks ,,,,-29.8587618,31.0246339
141,Durban ,Ninos,Mutual Mall ,Dr Pixley KaSeme Street ,AlwaysOn,,,,-29.8587618,31.0246339
142,Durban ,Pie City ,Restaurant ,115 Victoria Street ,Telkom ,,,,-29.855975,31.01611
143,Durban ,Pirates Arms ,Whilsons Wharf ,14 Boatsman Road,-,Unlimited ,30MB ,
144,Durban ,Rivieria Hotel ,Hotel,Margret Mncadi Street ,Telkom ,,,,-29.86138729999999,31.0213057
145,Durban ,Rivieria Hotel ,Hotel,Margret Mncadi Street ,Vast Networks ,,,,-29.86138729999999,31.0213057
146,Durban ,Superbets Durban ,Sports Betting ,Joe Slovo Drive ,AlwaysOn,,,,-29.8590947,31.0218239
147,Durban ,TDS Durban ,Store,320 West Street ,Telkom ,,,,-29.858271,31.023966
148,Durban ,Telkom Direct Store ,Store,320 Dr Pixley KaSeme Street ,Telkom ,,,,-29.858271,31.023966
149,Durban ,Telkom Direct Store ,Store,320 West Street ,Wireless G,,,,-29.858271,31.023966
150,Durban ,The Big Apple Pizza Company ,Restaurant ,507 Lilian Ngoyi Road ,Telkom ,,,,-29.82082300000001,31.02248
151,Durban ,The Oyster Bar ,Bar,18 Boatmans Road ,Telkom ,,,,-29.8663634,31.0157924
152,Durban ,Uminini Regional Centre,Office,Danganya on R102 ,Public Access ,,,,-30.1729469,30.8169151
153,Durban ,Wimpy  ,Workshop Centre,Dr A B Xuma Street ,AlwaysOn,,,,-29.8559433,31.0262351
154,Durban ,Wimpy  ,Workshop Centre,Dr A B Xuma Street ,Telkom  ,,,,-29.8559433,31.0262351
155,Durban ,Wimpy  ,Workshop Centre,Dr A B Xuma Street ,Vast Networks ,,,,-29.8559433,31.0262351
156,Durban ,Beach Hotel Internet,-,Marine Parade,iSpot ,,,,-29.8523167,31.0377361
157,Durban ,Gourmet Grill,Restaurant ,-,iSpot ,,,,-29.8588001,31.0219973
158,Durban ,Speedinet Hotspot 1,Internet Services,15 Monty Naicker Street ,iSpot ,,,,-29.855715,31.035416
159,Durban ,Tekweni BP,Back Packers Hostel,169 Nineth Avenue ,iSpot ,,,,-29.83354,31.016065
160,Durban ,Gooderson Tropicana MT,Hotel,85 O R Tambo Parade,iSpot ,,,,-29.856787,31.0391282
161,Durban ,Wimpy,Restaurant,137 Lower Marine Parade ,iSpot ,,,,-29.850057,31.03823400000001
162,Durban ,West Street Internet,Internet Services,West Street ,iSpot ,,,,-29.858856,31.022309
163,Durban North ,Access-1-dbn-nrt-ken-poe-ispot.co.za,,Kenneth Kaunda Road ,iSpot ,,,,-29.7863648,31.0353605
164,Durban North ,Adega ,Restaurant ,534 Peter Mokaba Street ,Telkom,,,,-29.8342755,31.001913
165,Durban North ,Alans Hair Dressers ,Kensignton Square,53 Adelaid Tambo Drive ,Telkom,,,,-29.7861944,31.0388219
166,Durban North ,Bargin Wheel and Tyre ,Car Accessories Shop,425 Umgeni Road ,Telkom,,,,-29.838357,31.023279
167,Durban North ,Bombay Blue ,Astra Centre ,16 Swap Road ,Telkom,,,,-29.7856205,31.03978540000001
168,Durban North ,Continental Butcher Baker Deli,Butchery,171 Sandile Thusi Road ,Telkom,,,,-29.83532900000001,31.0161827
169,Durban North ,Debonairs ,Restaurant ,2 Royal Palm Avenue ,Telkom,,,,-29.812295,30.99381
170,Durban North ,Glasfit ,Car Accessories Shop,948 Umgeni Road ,Telkom ,,,,-29.82024689999999,31.0274069
171,Durban North ,iSpot Base Broadway,,"Broadway, Durban North ",iSpot ,,,,-29.7908897,31.0444357
172,Durban North ,KFC ,Northway Shopping Centre,17 Northway Drive ,Telkom,,,,-29.805109,31.031503
173,Durban North ,KFC ,Restaurant ,87 Umhlanga Rocks Drive ,Wireless G,,,,-29.77498080000001,31.0353421
174,Durban North ,KFC ,Restaurant ,17 Kenneth Kaundra Road ,Wireless G,,,,-29.805109,31.031503
175,Durban North ,La Pearl Hair ,Hair Salon,150 Florida Road ,Telkom ,,,,-29.83337599999999,31.017317
176,Durban North ,Mintys Tyres ,Car Accessories Shop,1199 Umgeni Road ,Telkom ,,,,-29.81322999999999,31.022471
177,Durban North ,North Beach,Beach ,North Beach ,Public Access ,,,,-29.8556281,31.0403186
178,Durban North ,North Beach Tourism ,Beach ,North Beach ,Public Access ,,,,-29.8504095,31.0386763
179,Durban North ,Panaji,Restaurant ,68 Kensington Drive ,Telkom ,,,,-29.7843735,31.0402958
180,Durban North ,Piatto,Restaurant ,140 Florida Road ,Telkom ,,,,-29.8334591,31.0173795
181,Durban North ,RJ's Restaurant,Restaurant ,Waterkant Road ,Telkom ,,,,-29.7857113,31.0394083
182,Durban North ,Royal Vulcanizing Station ,Car Accessories Shop,1153 Umgeni Road,Telkom ,,,,-29.81396999999999,31.02370400000001
183,Durban North ,Santana Hair ,Kensignton Square,53 Adelaid Tambo Drive ,-,Unlimited ,30MB ,
184,Durban North ,Shell Garage Carwash Hotspot,Carwash,19 Waterkant Road ,iSpot ,,,,-29.8016257,31.0394527
185,Durban North ,Vida e cafe,Restaurant ,19 Waterkant Road ,iSpot ,,,,-29.8017033,31.03971900000001
186,Durban North ,Skycafe and Sports Bar ,Restaurant ,25 Silver Avenue ,Telkom ,,,,-29.834707,31.022794
187,Durban North ,Specialist Dermatologist ,Dermatologist ,56 Chelsea Drive ,Telkom ,,,,-29.784334,31.038018
188,Durban North ,Supa Quick ,Car Accessories Shop,19 Waterkant Road ,Telkom ,,,,-29.801584,31.039475
189,Durban North ,Super Tyres ,Car Accessories Shop,565 Umgeni Road ,Telkom ,,,,-29.8330764,31.02464329999999
190,Durban North ,Total Garage ,Garage ,13 Broadway Road ,Telkom ,,,,-29.7848951,31.04010520000001
191,Durban North ,Wheel and Steel ,Car Accessories Shop,672 Umgeni Road ,Telkom ,,,,-29.8564634,31.0295084
192,Durban South ,Engen Panda Carwash,Garage ,Roland Chapman Drive ,AlwaysOn,,,,-29.91642849999999,30.9748375
193,Durban South ,Engen Panda Carwash,Garage ,Roland Chapman Drive ,Vast Networks ,,,,-29.91642849999999,30.9748375
194,Durban South ,Spur ,Cedar Falls ,27 Titren Road ,Telkom ,,,,-29.89701999999999,30.973359
195,Durban South ,Ultimate Autocare Car Wash ,Car Wash ,371 Stella Road ,Telkom,,,,-29.8920063,30.9245791
196,Empangeni ,Debonairs ,Wyetts Centre ,108 Rex Henderson Drive,Telkom,,,,-28.75311,31.89659
197,Empangeni ,Fishaways ,Fiveways Mall,Rex Hanserson Avenue ,Telkom,,,,-28.7577432,31.9017704
198,Empangeni ,McDonalds,Restaurant,John Ross Highway,Vast Networks ,,,,-28.746227,31.890086
199,Empangeni ,Nedbank ,Bank,John Ross Highway,Vast Networks ,,,,-28.772976,31.904087
200,Empangeni ,Nedbank ,Empangeni Market ,4 Weightman Avenue,AlwaysOn,,,,-28.74446499999999,31.884878
201,Empangeni ,Nedbank ,Empangeni Market ,4 Weightman Avenue,Vast Networks ,,,,-28.74446499999999,31.884878
202,Empangeni ,Ngwenya Service Station,Garage ,John Ross Highway,Vast Networks ,,,,-28.765111,31.908127
203,Escourt ,Barcelos,Restaurant ,167 Albert Street,Telkom,,,,-29.0066646,29.8744093
204,Escourt ,Budget Car Rental ,Car Rental,1 Ntabammhlope Road,Telkom,,,,39.8787211,-75.2452816
205,Escourt ,Engen 1 Stop ,Garage ,Old Main Road,Telkom,,,,-29.0197909,29.8941149
206,Escourt ,Honchos,Restaurant ,180 Albert Street ,Telkom,,,,-29.00531,29.87142
207,Escourt ,Nedbank,Bank,Harding Road,AlwaysOn,,,,-30.576411,29.880184
208,Escourt ,Nedbank,Bank,Harding Road,Vast Networks ,,,,-30.576411,29.880184
209,Escourt ,Nedbank Boxer ,Store ,Alexandra Street ,Vast Networks ,,,,-29.004791,29.871665
210,Escourt ,Nedbank Boxer ,Store ,Alexandra Street ,AlwaysOn,,,,-29.004791,29.871665
211,Escourt ,Wimpy ,Restaurant ,Richmond Road,AlwaysOn,,,,38.00211209999999,-84.4449612
212,Escourt ,Wimpy ,Restaurant ,Richmond Road,Vast Networks ,,,,38.00211209999999,-84.4449612
213,Eshowe ,Hungry Lion ,Restaurant,1 Osborne Road,Telkom,,,,-28.8941131,31.46753229999999
214,Eshowe ,KFC ,Restaurant ,102 Osborn Road ,Wireless G,,,,-28.898778,31.465241
215,Eshowe ,KFC ,Restaurant ,2 Osborn Road ,Wireless G,,,,-28.898778,31.465241
216,Eshowe ,McDonalds ,Restaurant ,Turnbull Street ,AlwaysOn,,,,-28.746227,31.890086
217,Eshowe ,Nedbank ,Bank ,Osborne Road ,AlwaysOn,,,,-28.894932,31.467598
218,Eshowe ,Nedbank ,Bank ,Osborne Road ,Vast Networks ,,,,-28.894932,31.467598
219,Eshowe ,Tyre Mart ,Car Accessories Shop,27 Mango Sutho Buthelezi Drive,Telkom,,,,-28.888527,31.475139
220,Essenwood,City View Shopping Centre,Shopping Centre ,Umgeni Road ,Vast Networks ,,,,-29.84191199999999,31.020672
221,Essenwood,Damelin,Training Centre ,92 Overport Drive,Telkom,,,,-29.8378909,30.99904429999999
222,eThekwini ,Chicken Licken,Phoenix Plaza ,"19 Parthenon Street, Shop 44",Telkom,,,,-29.7015,31.00526
223,Fredville,Fredville Regional Office ,Office ,Michael Gwala Community Centre,Public Access ,,,,-29.6943024,30.671755
224,Gamalekhe ,Total Garage,Garage ,112 Gamalakhe Road,Telkom ,,,,-30.800297,30.342428
225,Gillespie,KFC ,Restaurant ,50 West Street ,Wireless G,,,,41.59596129999999,-74.3289642
226,Glenashley ,Caltex Freshstop ,Garage ,Newport Avenue ,AlwaysOn,,,,-29.75827119999999,31.0492853
227,Glenashley ,Caltex Freshstop ,Garage ,Newport Avenue ,Vast Networks ,,,,-29.75827119999999,31.0492853
228,Glenashley ,Comics ,The Corner ,40 Newport Avenue,Telkom,,,,-29.761616,31.05503199999999
229,Glenashley ,Pashas Restaurant ,Glen Ashley Centre ,37 New Part Avenue ,Telkom ,,,,-29.7621819,31.0543902
230,Glenashley ,Total Garage ,Garage ,13 Umhlanga Rocks Drive ,Telkom ,,,,-29.7770829,31.0337947
231,Glenashley ,Wimpy,Restaurant ,Lynn Avenue ,AlwaysOn,,,,-29.7584562,31.0488261
232,Glenmore ,KFC ,Restaurant,233 Francios Road ,Telkom,,,,-29.872653,30.978409
233,Glenmore ,Sintus Café ,Restaurant ,19 Farmon Road ,Telkom ,,,,-29.874761,30.97723500000001
234,Glenwood,BL Hair Designs ,Hair Salon ,77 Helen Joseph Road ,Telkom,,,,-29.8614523,31.0006347
235,Glenwood,Debonairs ,Restaurant ,316 Queenmary Avenue ,Telkom,,,,-29.872718,30.9781859
236,Glenwood,Jumeli Café,Restaurant ,175 Clark Road ,Telkom ,,,,-29.857894,30.9993598
237,Glenwood,Sir Harveys B&B ,Hotel,242 JB Marks Road ,Telkom ,,,,-29.8593013,30.98784779999999
